Part Number▲▼(all)SIC431SiC437ASiC437BSiC437CSiC437DSiC438ASiC438BSiC438CSiC438DSiC448SiC461SiC462SiC463SiC464SiC466SiC467SiC468SiC469SiC471SiC472SiC473SiC474SiC476SiC477SiC478SiC479SiC931SiC967SiP2100SiP4282SiP4282ASiP12109SiP31001SiP32101SiP32102SiP32103SiP32104SiP32205SiP32408SiP32409SiP32411SiP32413SiP32414SiP32416SiP32419SiP32429SiP32430SiP32431DNSiP32431DRSiP32432DNSiP32432DRSiP32433ASiP32433BSIP32434ASIP32434BSiP32451SiP32452SiP32453SiP32454SiP32455SiP32458SiP32459SiP32460SiP32461SiP32462SiP32467SiP32468SiP32475SiP32481DBSiP32501SiP32508SiP32509SiP32510,Status▲▼(all)ActiveNew,"Description▲▼(all)0.8 V to 2.5 V, 28 mΩ, 1.5 ms rise time0.8 V to 2.5 V, 28 mΩ, 1.5 ms rise time, output discharge0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on / off0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on / off, output discharge0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on and 98 µs turn off delay0.9 V to 2.5 V, 66 mΩ, 9.8 µs rise time, load switch1.1 V to 5 V, 62 mΩ, 150 μs rise time, output discharge1.1 V to 5 V, 101 mΩ, 150 μs rise time, output discharge1.1 V to 5.5 V, 2.5 ms rise time, output discharge1.1 V to 5.5 V, 42 mΩ, 2.5 ms rise time, bidirectional off isolation1.1 V to 5.5 V, 42 mΩ, 2.5 ms rise time, bidirectional off isolation, output discharge1.1 V to 5.5 V, 44 mΩ, 2.5 ms rise time, bidirectional off isolation1.1 V to 5.5 V, 44 mΩ, 2.5 ms rise time, bidirectional off isolation, output discharge1.1 V to 5.5 V, 150 μs rise time, output discharge1.2 V to 5.5 V, 44 mΩ, 1.6 ms rise time with bidirectional off isolation, output discharge1.2 V to 5.5 V, 47 mΩ, 200 µs rise time, bidirectional off isolation, output discharge1.2 V to 5.5 V, 50 mΩ, 7.5 µs rise time, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, 200 µs rise time, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, 200 µs rise time, bidirectional off isolation, output discharge1.2 V to 5.5 V, 50 mΩ, EN active low, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, EN active low, bidirectional off isolation, output discharge1.5 V to 5.5 V, 20 mΩ, bidirectional off isolation1.5 V to 5.5 V, 20 mΩ, output discharge1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active high1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active low1.5 V to 5.5 V, 105 mΩ, 100 µs rise time1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active high1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active low1.8 V to 5.5 V, 105 mΩ, 100 µs rise time, with UVLO2 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator2 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active high with internal pull-down resistor2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active low2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active low with internal pull-down resistor2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active low with internal pull-up resistor3 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator3.5 A, 78 mΩ, 2.8 V to 23 V, programmable OVP and current limit, active reverse blocking, auto retry on fault3.5 A, 78 mΩ, 2.8 V to 23 V, programmable OVP and current limit, active reverse blocking, latch-off on fault4 A, 4.5 V to 15 V input, 1.5 MHz synchronous buck regulator4 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator4 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator4.5 V to 18 V input, 20 A microBRICK® DC/DC regulator module4.5 V to 60 V input, 6 A, microBRICK® DC/DC regulator module5 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator5 V, 1 A H-Bridge Motor Driver6 A, 4.5 V to 45 V input, 100 kHz to 2 MHz, synchronous buck regulator6 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator6 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator6 A, 33 mΩ, 2.8 V to 23 V, programmable OVP and current limit, latch-off on fault6 A, 33 mΩ, 2.8 V to 23 V,programmable OVP and current limit, auto retry on fault6 V to 28 V, 56 mΩ, programmable current limit and slew rate, auto-retry on fault6 V to 28 V, 56 mΩ, programmable current limit and slew rate, latch-off on fault6 V to 28 V, 99 mΩ, programmable current limit and slew rate, auto retry on fault7 V (D-S), N-Channel Switch in WCSP38 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode, requires external 5 V bias8 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode, requires external 5 V bias8 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode and internal 5 V bias8 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode and internal 5 V bias8 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator10 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator10 A, 4.5 V to 60 V input,100 kHz to 2 MHz,synchronous microBUCKregulator12 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode, requires external 5 V bias12 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode, requires external 5 V bias12 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode and internal 5 V bias12 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode and internal 5 V bias12 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator12 A, 4.5 V to 55 V input,100 kHz to 2 MHz,synchronous microBUCKregulator24A,3V to 24V in,up to 1MHz,Synch. Buck RegulatorBattery Monitor and Protective Discharge ICDual switch, 1.1 V to 5.5 V, 150 μs rise time, reversed EN logicPrecision Threshold Logic Gate Switch","Type▲▼(all)Battery and ProtectionmicroBRICK® (step down regulator)microBRICK® (step down regulator)?microBUCK
(step down regulator)microBUCK (Step Down Regulator)microBUCK (step down regulator)Motor DrivePrecision Logic SwitchSlew rateSlew RateSlew rate, current limitSlew rate, true bidirectional",VinMin.(V)▲▼(all)0.80.91.11.21.51.822.32.833.84.56,VinMax.(V)▲▼(all)2.555.5615182428455560,Package▲▼(all)µDFN-4LDFN33-10LPowerPak MLP 44-24LPowerPAK MLP44-24LPowerPAK MLP54-A6CPowerPAK MLP55-27LPowerPAK MLP60-A6CPowerPAK SC-75-6QFN16-33GSC-70-6SOIC-8TDFN4TDFN8TSOT23-6WCSPWCSP4WCSP6WCSP9WCSP12,"PackageSize(W,L,H)(mm)▲▼(all)0.75 x 1.6 x 0.50.8 x 0.8 x 0.50.8 x 1.2 x 0.50.96 x 0.96 x 0.271.0 x 1.0 x 0.351.0 x 1.5 x 0.51.2 x 1.6 x 0.51.25 x 1.25 x 0.61.3 x 1.7 x 0.52.0 x 2.0 x 0.53.0 x 2.9 x 1.03.0 x 3.0 x 0.83.0 x 3.0 x 0.94 x 4 x 0.754.0 x 4.0 x 0.755 x 5 x 0.755.0 x 6.0 x 1.510.6 x 6.5 x 3",Image path
SiP32413,Active,"Dual switch, 1.1 V to 5.5 V, 150 μs rise time, reversed EN logic",Slew rate,1.1,5.5,TDFN8,2.0 x 2.0 x 0.5,
SiP32414,Active,"1.1 V to 5.5 V, 150 μs rise time, output discharge",Slew rate,1.1,5.5,TDFN8,2.0 x 2.0 x 0.5,
SiP32416,Active,"1.1 V to 5.5 V, 2.5 ms rise time, output discharge",Slew rate,1.1,5.5,TDFN8,2.0 x 2.0 x 0.5,
SiP32419,Active,"6 V to 28 V, 56 mΩ, programmable current limit and slew rate, latch-off on fault","Slew rate, current limit",6,28,DFN33-10L,3.0 x 3.0 x 0.9,
SiP32429,Active,"6 V to 28 V, 56 mΩ, programmable current limit and slew rate, auto-retry on fault","Slew rate, current limit",6,28,DFN33-10L,3.0 x 3.0 x 0.9,
SiP32430,Active,"6 V to 28 V, 99 mΩ, programmable current limit and slew rate, auto retry on fault","Slew rate, current limit",6,28,DFN33-10L,3.0 x 3.0 x 0.9,
SiP32431DN,Active,"1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active high",Slew rate,1.5,5.5,TDFN4,1.2 x 1.6 x 0.5,
SiP32431DR,Active,"1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active high",Slew rate,1.5,5.5,SC-70-6,2.0 x 2.0 x 0.5,
SiP32432DN,Active,"1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active low",Slew rate,1.5,5.5,TDFN4,1.2 x 1.6 x 0.5,
SiP32432DR,Active,"1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active low",Slew rate,1.5,5.5,SC-70-6,2.0 x 2.0 x 0.5,
