Part Number▲▼;Product Image;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
PE0200WJ10238BH1;Enlarge;14000;1000;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ12233BH1;Enlarge;14000;1200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ12238BH1;Enlarge;14000;1200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ16233BH1;Enlarge;14000;1600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ16236BH1;Enlarge;14000;1600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ16238BH1;Enlarge;14000;1600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ20233BJ1;Enlarge;14000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ20236BJ1;Enlarge;14000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ20238BJ1;Enlarge;14000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ25236BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ25238BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ30133BF1;Enlarge;14000;300;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ30138BF1;Enlarge;14000;300;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ30233BJ1;Enlarge;14000;3000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ30236BJ1;Enlarge;14000;3000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PE0200WJ30238BJ1;Enlarge;14000;3000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PEF155WL30238BK1;Enlarge;16000;3000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220BJ70238BK1;Enlarge;15000;7000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220BJ80236BK1;Enlarge;15000;8000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220BJ80238BK1;Enlarge;15000;8000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WF40138BF1;Enlarge;12000;400;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WF60236BJ1;Enlarge;12000;6000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WF60238BJ1;Enlarge;12000;6000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WH10336BK1;Enlarge;13000;10000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WH10338BK1;Enlarge;13000;10000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WH40238BJ1;Enlarge;13000;4000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WH50236BJ1;Enlarge;13000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WH50238BJ1;Enlarge;13000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WJ16236BH1;Enlarge;14000;1600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WJ30138BF1;Enlarge;14000;300;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WL12238BH1;Enlarge;16000;1200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WL25136BF1;Enlarge;16000;250;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WL60138BG1;Enlarge;16000;600;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WM30236BJ1;Enlarge;17000;3000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WM30238BJ1;Enlarge;17000;3000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WN50136BG1;Enlarge;18000;500;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WN50138BG1;Enlarge;18000;500;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP10236BH1;Enlarge;20000;1000;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP10238BH1;Enlarge;20000;1000;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP16138BF1;Enlarge;20000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP20138BF1;Enlarge;20000;200;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP20236BJ1;Enlarge;20000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP20238BJ1;Enlarge;20000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP25236BJ1;Enlarge;20000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP25238BJ1;Enlarge;20000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP25238BJ3;Enlarge;20000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP60236BK1;Enlarge;20000;6000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP60238BK1;Enlarge;20000;6000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEF220WP80138BH1;Enlarge;20000;800;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22083.png
PEZ140BJ15236BJ1;Enlarge;15000;1500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22139.png
PEZ140BJ20236BJ1;Enlarge;15000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22139.png
PEZ140BJ25236BJ1;Enlarge;15000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22139.png
PEZ140BJ30236BJ1;Enlarge;15000;3000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22139.png
PEZ140BQ10236BJ1;Enlarge;25000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22139.png
PEZ140WV60136BJ1;Enlarge;30000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22139.png
PEZ140WV80136BJ1;Enlarge;30000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22139.png
PS0020BE10033BG1;Enlarge;5000;10;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE10036BG1;Enlarge;5000;10;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE10133BJ1;Enlarge;5000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE10136BJ1;Enlarge;5000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE10138BJ1;Enlarge;5000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE12036BG1;Enlarge;5000;12;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE12136AP1;Enlarge;5000;120;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE12138AP1;Enlarge;5000;120;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE15036BG1;Enlarge;5000;15;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE15138AP1;Enlarge;5000;150;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE18033BH1;Enlarge;5000;18;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE18038BH1;Enlarge;5000;18;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE18136AP1;Enlarge;5000;180;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE20033BH1;Enlarge;5000;20;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE20038BH1;Enlarge;5000;20;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE22033BH1;Enlarge;5000;22;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE22038BH1;Enlarge;5000;22;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE22136AP1;Enlarge;5000;220;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE22138AP1;Enlarge;5000;220;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE27033BH1;Enlarge;5000;27;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE27036BH1;Enlarge;5000;27;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE27038BH1;Enlarge;5000;27;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE27133AP1;Enlarge;5000;270;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE27138AP1;Enlarge;5000;270;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE33033BH1;Enlarge;5000;33;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE33036BH1;Enlarge;5000;33;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE33038BH1;Enlarge;5000;33;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE39038BJ1;Enlarge;5000;39;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE47033BJ1;Enlarge;5000;47;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE47036BJ1;Enlarge;5000;47;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE47038BJ1;Enlarge;5000;47;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE56038BJ1;Enlarge;5000;56;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE68036BJ1;Enlarge;5000;68;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE68038BJ1;Enlarge;5000;68;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE82036BJ1;Enlarge;5000;82;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE82038BJ1;Enlarge;5000;82;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE95613BF1;Enlarge;5000;5.6;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE95615BF1;Enlarge;5000;5.6;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE96838BF1;Enlarge;5000;6.8;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020BE98213BG1;Enlarge;5000;8.2;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0020VT10273BL1;Enlarge;3500;1000;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0020VT15273BL1;Enlarge;3500;1500;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0030BE10033BF1;Enlarge;5000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE10036BF1;Enlarge;5000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE10038BF1;Enlarge;5000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE10133BJ1;Enlarge;5000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE10136BJ1;Enlarge;5000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE10138BJ1;Enlarge;5000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE12033BF1;Enlarge;5000;12;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE15033BF1;Enlarge;5000;15;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE15038BF1;Enlarge;5000;15;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE15133BJ1;Enlarge;5000;150;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE15136BJ1;Enlarge;5000;150;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE15138BJ1;Enlarge;5000;150;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE18033BF1;Enlarge;5000;18;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE18038BF1;Enlarge;5000;18;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE18133BJ1;Enlarge;5000;180;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE18136BJ1;Enlarge;5000;180;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE18138BJ1;Enlarge;5000;180;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE20036BG1;Enlarge;5000;20;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE20133BJ1;Enlarge;5000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE20136BJ1;Enlarge;5000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE20138BJ1;Enlarge;5000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE22033BG1;Enlarge;5000;22;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE22038BG1;Enlarge;5000;22;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE22133BJ1;Enlarge;5000;220;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE22136BJ1;Enlarge;5000;220;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE22138BJ1;Enlarge;5000;220;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE27033BG1;Enlarge;5000;27;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE27038BG1;Enlarge;5000;27;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE27133AP1;Enlarge;5000;270;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE27136AP1;Enlarge;5000;270;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE30038BG1;Enlarge;5000;30;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE33033BG1;Enlarge;5000;33;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE33036BG1;Enlarge;5000;33;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE33038BG1;Enlarge;5000;33;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE33133AP1;Enlarge;5000;330;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE33136AP1;Enlarge;5000;330;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE33138AP1;Enlarge;5000;330;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE39033BG1;Enlarge;5000;39;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE39038BG1;Enlarge;5000;39;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE39133AP1;Enlarge;5000;390;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE39136AP1;Enlarge;5000;390;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE47033BH1;Enlarge;5000;47;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE47036BH1;Enlarge;5000;47;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE47038BH1;Enlarge;5000;47;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE47133AP1;Enlarge;5000;470;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE47136AP1;Enlarge;5000;470;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE47138AP1;Enlarge;5000;470;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE56033BH1;Enlarge;5000;56;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE56036BH1;Enlarge;5000;56;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE56038BH1;Enlarge;5000;56;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE56133AP1;Enlarge;5000;560;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE56136AP1;Enlarge;5000;561;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE56138AP1;Enlarge;5000;560;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE68033BH1;Enlarge;5000;68;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE68036BH1;Enlarge;5000;68;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE68038BH1;Enlarge;5000;68;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030BE82036BH1;Enlarge;5000;82;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030VT22273BL1;Enlarge;3500;2200;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0030VT33273BL1;Enlarge;3500;3300;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0030VZ12133BJ1;Enlarge;7500;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030VZ12136BJ1;Enlarge;7500;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0030VZ12138BJ1;Enlarge;7500;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE10133BH1;Enlarge;5000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE10136BH1;Enlarge;5000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE10138BH1;Enlarge;5000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE10233AP1;Enlarge;5000;1000;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE10238AP1;Enlarge;5000;1000;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE11133BH1;Enlarge;5000;110;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE12133BH1;Enlarge;5000;120;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE12136BH1;Enlarge;5000;120;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE12138BH1;Enlarge;5000;120;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE15138BH1;Enlarge;5000;150;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE18138BJ1;Enlarge;5000;180;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE20133BJ1;Enlarge;5000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE20136BJ1;Enlarge;5000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE20138BJ1;Enlarge;5000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE22038BF1;Enlarge;5000;22;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE22133BJ1;Enlarge;5000;220;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE22136BJ1;Enlarge;5000;220;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE22138BJ1;Enlarge;5000;220;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE24033BF1;Enlarge;5000;24;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE24138BJ1;Enlarge;5000;240;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE25138BJ1;Enlarge;5000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE27036BF1;Enlarge;5000;27;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE27038BF1;Enlarge;5000;27;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE27133BJ1;Enlarge;5000;270;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE27138BJ1;Enlarge;5000;270;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE30038BG1;Enlarge;5000;30;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE33033BG1;Enlarge;5000;33;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE33036BG1;Enlarge;5000;33;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE33038BG1;Enlarge;5000;33;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE33133BJ1;Enlarge;5000;330;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE33138BJ1;Enlarge;5000;330;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE36138BJ1;Enlarge;5000;360;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE39036BG1;Enlarge;5000;39;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE39138BJ1;Enlarge;5000;390;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE47036BG1;Enlarge;5000;47;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE47038BG1;Enlarge;5000;47;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE47133AP1;Enlarge;5000;470;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE47138AP1;Enlarge;5000;470;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE56033BG1;Enlarge;5000;56;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE56036BG1;Enlarge;5000;56;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE56038BG1;Enlarge;5000;56;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE56133AP1;Enlarge;5000;560;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE56136AP1;Enlarge;5000;560;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE68036BG1;Enlarge;5000;68;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE68038BG1;Enlarge;5000;68;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE68138AP1;Enlarge;5000;680;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE82033BH1;Enlarge;5000;82;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE82038BH1;Enlarge;5000;82;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE82133AP1;Enlarge;5000;820;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE82136AP1;Enlarge;5000;820;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE82138AP1;Enlarge;5000;820;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE91036BH1;Enlarge;5000;91;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040BE91038BH1;Enlarge;5000;91;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0040VT47273BL1;Enlarge;3500;4700;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0040VT56273BL1;Enlarge;3500;5600;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0040VT68273BL1;Enlarge;3500;6800;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0055BB27373BL1;Enlarge;2000;27000;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
